Name,Japanese Name,Romanized Name,Official English Name,Debut,Affiliations,Occupations,Status,Birthday,Japanese VA,Funi English VA,Residence,Epithet,Age,Height,Blood Type,Bounty,Odex English VA,4Kids English VA,Origin,Alias,Real name,English Name,Type,Meaning,Size,Weight,First Appearance.1,Age at Death,Zombie Number,First appearance,Region,Gladiator Number,Features,Literal Meaning,Captain,Total Bounty,CP9 key,Affiliation,Completion Date,Affiliates
Bomba,ボンバ,Bonba,Bomba,Chapter 711; Episode 641[1],Tontatta Kingdom[1]; Tontatta Pirates;[2] Straw Hat Grand Fleet[3],"Vice Chief (副長, Fukuchō?);[4] Pirate[5]",Alive,August 14th[6],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bongo,凡ゴウ,Bongō,Bongoh,Chapter 928; Episode 921[1],,Lumber Dealer (former)[2]; Graverobber (former)[3],Alive,,,,Wano Country (Ebisu Town)[4],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bonk Punch,ボンク・パンチ,Bonku Panchi,N/A,Chapter 1; Episode 4[1],Red Hair Pirates[1],Pirate; Officer;[1] Musician[2],Alive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Boo,ブー,Bū,Boo,Chapter 704[1]; Episode 632[2],Happo Navy; Chinjao Family; Straw Hat Grand Fleet,First Mate of the Happo Navy;[3] Martial Artist (Viz: Fighter)[4],Alive,August 20th[6],,,Kano Country,,Under 28[5],,,,,,,,,,,,,,,,,,,,,,,,,,,
Boodle,ブードル,Būdoru,Boodle,Chapter 12; Episode 6[1],Orange Town,Mayor,Alive,January 16th[2],,,Orange Town,,73 (debut)75 (after timeskip)[3],"172 cm (5'8"")[3]",F[3],,,,East Blue (Organ Islands)[3],,,,,,,,,,,,,,,,,,,,,
Boogie,ブギ,Bugi,N/A,Chapter 1038,Kid Pirates[1],Pirate[1],Alive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Borsalino,ボルサリーノ,Borusarīno,Borsalino,Chapter 504; Episode 398[1],Marines[2],Admiral;[2] Vice Admiral (former)[3],Alive,November 23rd[6],,,,,56 (debut)58 (after timeskip)[5],"302 cm (9'11"")[4]",XF[4],,,,North Blue[4],"Kizaru (黄猿, Kizaru?, literally meaning ""Yellow Monkey"")[2]",,,,,,,,,,,,,,,,,,,,
Brag Men,ブラッグメン,Buraggu Men,Brag Men,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Braham,ブラハム,Burahamu,Braham,Chapter 249; Episode 163[1],Shandia; God's Guards[2],Shandia Warrior; God's Guard[2],Alive,October 10th[3],,,,,22 (debut)24 (after timeskip)[3],"179 cm (5'10"")[3]",X[3],,,,Sky Islands (Skypiea)[3],,,,,,,,,,,,,,,,,,,,,
Brannew,ブランニュー,Buran'nyū,Brandnew (FUNimation and Crunchyroll Simulcast; Formerly Viz);[1] Brannew (Current Viz Manga)[2],Chapter 96; Episode 45[1],Marines[1],Commodore;[2] Lieutenant Commander[1] (former),Alive,September 3rd[3],,,,,54 (debut)56 (after timeskip)[4],"190 cm (6'3"")[4]",X[4],,,,Grand Line[4],,,,,,,,,,,,,,,,,,,,,
Brew,ブリュー,Buryū,N/A,Chapter 561; Episode 470[1],Whitebeard Pirates[1],Pirate; Captain[1],Alive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Briscola,ブリスコラ,Burisukora,Briscola,Chapter 993;[1] Episode 982[2],Beasts Pirates[1],Shinuchi[1],Alive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brocca,ブロッカ,Burokka,Brocca,Chapter 561; Episode 470[1],Whitebeard Pirates[1],Pirate; Captain[1],Alive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brogy,ブロギー,Burogī,Broggy;Brogy (Odex),Chapter 115; Episode 71,Giant Warrior Pirates (former),Pirate; Captain (former),Alive,February 1st[3],,,Elbaf (former)Little Garden,,158 (debut)[1]160 (after timeskip)[2],"2130 cm (69'10"")[4]",F[4],,,,Grand Line (Elbaf)[4],,,,,,,,,,,,,,,,,,,,,
Brontosaurus,ブロントザウルス,Burontozaurusu,N/A,Chapter 115[1],,,Deceased,November 19th[2],,,Little Garden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brook,ブルック,Burukku,Brook,Chapter 442; Episode 337[1],Straw Hat Pirates; Straw Hat Grand Fleet;Rumbar Pirates (former);[2] Ninja-Pirate-Mink-Samurai Alliance (disbanded),Pirate; Musician; Swordsman; one of the Nine Senior Officers;[3] Captain (former); Battle Convoy leader (former);[4] World-Famous Rock Star (former),Alive,April 3rd[13],,,"Florian Triangle (former); Namakura Island (former, temporary)",,38 (first death);[2]88 (debut);[11]90 (after timeskip)[12][5],"266 cm (8'8¾"") (debut)[11] 277 cm (9'1¾"") (after timeskip)[5]",X[14],,,,West Blue[5],"""Hone-kichi""[6] (ホネ吉（キチ）, Honekichi?, English versions: Bonekichi);[7][8]""The Starving Skeleton"" (がしゃどくろ, Gashadokuro?)[9]",,,,,,,,,,,,,,,,,,,,
Bubblegum,バブルガム,Baburugamu,N/A,Chapter 1029,Kid Pirates[1],Pirate[1],Alive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buche,ブッシュ,Busshu,Bouche,"Chapter 880, Episode 852[1]",WCI 31; Big Mom Pirates[1],Head Chef[1],Alive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buchi,ブチ,Buchi,Butchie,Chapter 31; Episode 13[1],Black Cat Pirates,"Pirate Officer[2], Ship Guard",Alive,February 7th[3][2],,,,,21 (debut)23 (after timeskip)[2],"216 cm (7'1"")[2]",X[2],,,,,,,,,,,,,,,,,,,,,,,,,
Buffalo,バッファロー,Baffarō,Buffalo,Chapter 692; Episode 618[1],Donquixote Pirates,Pirate Officer; Assassin[1],Alive,April 8th[3],,,Spider Miles (former); Dressrosa (former),,30[2],"696 cm (22'10"")[4]",F[4],,,,North Blue[4],,,,,,,,,,,,,,,,,,,,,
Buggy,バギー,Bagī,Buggy,Chapter 9; Episode 4[1],Cross Guild;[2] Buggy's Delivery; ?[3] Buggy Pirates;[4] Buggy and Alvida Alliance;[5] Four Emperors;[6] Seven Warlords of the Sea; ‡[7] Roger Pirates; ‡[8] Impel Down ‡[9],Pirate; Captain;[4] Emperor;[6] Warlord of the Sea; ‡[7] Apprentice; ‡[8] Prisoner of the Great Prison ‡[9],Alive,August 8th[11][12],,,Karai Bari Island;[3]Orange Town (former)[1],,37 (debut);39 (after timeskip)[10],"192 cm (6'3½"")[13]",F[13],,,,Grand Line[13],,,,,,,,,,,,,,,,,,,,,
Buhichuck,ブヒチャック,Buhichakku,Oinkchuck,"Chapter 446, Episode 340[1]",Thriller Bark Pirates,Surprise Zombie Boss,Deceased,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Building Snake,ビルディング・スネイク,Birudingu Suneiku,N/A,Chapter 41; Episode 4[1],Red Hair Pirates[1],Pirate; Officer;[1] Navigator[2],Alive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bunbuku,ぶんぶく君,Bunbuku-kun,Bunbuku,"Chapter 911, Episode 894[1]",,,Alive,,,,"Amigasa Village, Wano Country[1]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bungo,ブン業,Bungō,Bungoh,Chapter 928; Episode 921[1],,Arsonist;[2] Graverobber (former)[3],Alive,,,,Wano Country (Ebisu Town)[2],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bunny Joe,バニー・ジョー,Banī Jō,Bunny Joe,Chapter 546 (cover); Episode 455[1],Revolutionary Army,Revolutionary,Alive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushon,ブション,Bushon,N/A,Chapter 361; Episode 251,,Station Manager,Alive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Busshiri,ブッシリ,Busshiri,N/A,Chapter 391; Episode 275[1],Ohara Archaeologists,Archaeologist,Deceased,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Byron,バイロン,Bairon,Byron,Chapter 501; Episode 395,,Musician; Pirate; Slave,Alive,December 18th[3],,,,,25 (debut)[1]27 (after timeskip)[2],"192 cm (6'3½"")[1]",,,,,,,,,,,,130 kg (286.6 lbs)[1],,,,,,,,,,,,,,
CB Gallant,CB（シービー）ギャラン,Shībī Gyaran,CB Gallant,Chapter 966[1]; Episode 959[2],Roger Pirates,Pirate,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabaji,カバジ,Kabaji,Cabaji,Chapter 9; Episode 7[1],"Cross Guild;[2] Buggy and Alvida Alliance, Buggy Pirates[3]",Pirate; Chief of Staff; Acrobat; Swordsman[3],Alive,September 8th[4],,,Karai Bari Island,,32 (debut)34 (after timeskip)[5],"208 cm (6'10"")[5]",X[5],,,,East Blue[5],,,,,,,,,,,,,,,,,,,,,
Caesar Clown,シーザー・クラウン,Shīzā Kuraun,Caesar Clown,Chapter 658; Episode 581[1],Fire Tank Pirates (former);[2] Donquixote Pirates (former);[3][4] Marines and World Government (former);[5] MADS (former)[6],Scientist[5],Alive,April 9th[10],,,Punk Hazard (Third Research Institute)(former),,40[6],"309 cm (10'1½"")[6]",X[6],,,,Grand Line[6],"""Cedar"" (シーダー, Shīdā?)[7]""'Gangster' Gastino"" (“ギャングスター”ガスティーノ, Gyangusutā Gasutīno?)[8]",,,,,,,,,,,,,,,,,,,,
Caimanlady,カイマンレディ,Kaiman Redi,Caiman Lady,Chapter 1004; Episode 1020[1],Beasts Pirates[1],Gifter; Mary,Alive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Camel,キャメル,Kyameru,Camel,Chapter 695; Episode 621[1],Kuzan,Kuzan's traveling companion,Alive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Camie,ケイミー,Keimī,Camie,Chapter 195 (cover)[1]; Episode 385[2],"Takoyaki 8, Mermaid Cafe",Fashion designing apprenticeTakoyaki sellerWaitress at Mermaid Cafe,Alive,November 3rd[4],,,,,16 (debut)18 (after timeskip)[3],197 cm (6’5½”)[3],X[3],,,,,,,,,,,,,,,,,,,,,,,,,
Cancer,キャンサー,Kyansā,N/A,Chapter 96[1]; Episode 151[2],Marines,Vice Admiral,Alive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Candre,カンドレ,Kandore,Kandre,Chapter 557; Episode 466; One Piece Film: Z[1],Marines[1],Marine Officer[1],Alive,May 19th[3],,,,,Over 30[2],,,,,,,,,,,,,,,,,,,,,,,,,,,
Cands,キャンズ,Kyanzu,Cans[1],Chapter 569[2],Ally of the Whitebeard Pirates[2],Pirate; Captain[2],Alive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Candy,キャンディー,Kyandī,N/A,Chapter 510[1],Candy Pirates[1],Pirate; Captain[1],Unknown,June 14th[2],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Capone Bege,カポネ・ベッジ,Kapone Bejji,Capone Bege,Chapter 498; Episode 392[1],Fire Tank Pirates;[1] Big Mom Pirates[2] (former),Pirate; Captain;[1] Mafia don (former); Combatant (former)[2],Alive,January 17th[5][6],,,,,40 (debut)[4]42 (after timeskip),"166 cm (5'5½"") (debut, after timeskip)[4]",S[7],,,,West Blue[3],,,,,,,,,,,,,,,,,,,,,
Capone Pez,カポネ・ペッツ,Kapone Pettsu,Capone Pez,Chapter 834; Episode 795[1],Fire Tank Pirates; Charlotte Family[1],,Alive,January 22nd[2],,,,,1[2],,,,,,,,,,,,,,,,,,,,,,,,,,,
Capote,カポーティ,Kapōti,Capote,Chapter 306; Episode 209,Foxy Pirates,Pirate; Combatant[1],Alive,May 1st[1],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Caribou,カリブー,Karibū,Caribou,Chapter 600; Episode 519[1],"Caribou Pirates;[2] Fake Straw Hat Crew (former, temporary)[3]",Pirate; Captain;[1][2] Kidnapper[4],Alive,July 4th[5],,,,,32[6],"228 cm (7'6"")[6]",XF[6],,,,North Blue[6],,,,,,,,,,,,,,,,,,,,,
Carmel,カルメル,Karumeru,Carmel,Chapter 861; Episode 831[1],Underworld;[2] Sheep's House[3],Child Trafficker[2]; Caretaker of Sheep's House,Deceased,December 21st[5],,,Elbaf (former)[3]Whole Cake Island[4],,,185 cm (6'1)[6],S[6],,,,West Blue[6],"Mother Carmel (マザー・カルメル, Mazā Karumeru?);""Sister Carmel"" (シスター・カルメル, Shisutā Karumeru?)[3];""Mountain Witch"" (山姥, Yamanba?, Viz: ""Mountain Hag"")[2]",,,,,,,,80[3],,,,,,,,,,,,
Carne,カルネ,Karune,Carne,Chapter 45; Episode 21[1],Baratie,Charcutier,Alive,February 9th[2],,,,,32 (debut)34 (after timeskip)[2],"171 cm (5'7"")[2]",S[2],,,,,,,,,,,,,,,,,,,,,,,,,
Carrot,キャロット,Kyarotto,Carrot,Chapter 804; Episode 753[1],"Mokomo Dukedom, Inuarashi Musketeer Squad;[2] Ninja-Pirate-Mink-Samurai Alliance",Musketeer;[2] Kingsbird[3],Alive,May 24th[5],,,Zou,,15[4],"161 cm (5'3"")[4]",F[4],,,,Grand Line (Mokomo Dukedom)[4],,,,,,,,,,,,,,,,,,,,,
Catacombo,カタコンボ,Katakonbo,N/A,Chapter 602; Episode 522[1],Marines[1],Rear Admiral[1],Alive,,,,Sabaody Archipelago[2],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Catarina Devon,カタリーナ・デボン,Katarīna Debon,"Catarina Devon, Catalina Devon (ch 538; ep 440)",Chapter 575; Episode 484[1],Blackbeard Pirates; Impel Down (former)[2],Pirate; Prisoner of the Great Prison (former)[2],Alive,March 29th[3],,,,,34 (debut)36 (after timeskip)[4],"361 cm (11'10"")[4]",F[4],,,,South Blue[4],,,,,,,,,,,,,,,,,,,,,
Cavendish,キャベンディッシュ,Kyabendisshu,Cavendish,Chapter 704;[1] Episode 632[2],Beautiful Pirates;[3] Straw Hat Grand Fleet;[4] Bourgeois Kingdom[5],Captain of the First Ship of the Straw Hat Grand Fleet;[4] Captain; Prince of the Bourgeois Kingdom (former)[6][5],Alive,August 31st[10],,,Bourgeois Kingdom (former),,26[11],"208 cm (6'9¾"")[12]",XF[12],,,,Grand Line (Bourgeois Kingdom)[12],"Hakuba (ハクバ, Hakuba?)[7]",,,,,,,,,,,,,,,,,,,,
Cerberus,ケルベロス,Keruberosu,Cerberus,Chapter 444; Episode 339[1],Thriller Bark Pirates[1],Wild Zombie[1],Deceased,November 29th[2],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cezar,セーザ,Sēza,N/A,Chapter 823; Episode 777[1],Levely[2],King[2],Alive,,,,Ilisia Kingdom[3],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chabo,チャボ,Chabo,Chabo,Chapter 69; Episode 31[1],Nojiko's tangerine farm[2],Laborer[2],Alive,June 14th[3],,,Gosa Village (former);  Cocoyasi Village,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chadros Higelyges,チャドロス・ヒゲリゲス,Chadorosu Higerigesu,Browndros Beardriguez[1],Chapter 581; Episode 490[2],"Caesar Clown (defected),[3] Centaur Patrol Unit[4] (defected); Brownbeard Pirates[2] (disbanded)[5]",Leader of the Centaur Patrol Unit[4] (former); Pirate; Captain [2] (former[5]),Alive,February 3rd[6],,,,,43 (debut)45 (after timeskip)[7],"691 cm (22'8½"")[7]",S[7],,,,Grand Line[7],,,,,,,,,,,,,,,,,,,,,
Chaka,チャカ,Chaka,Chaka,Chapter 155; Episode 91[1],Arabasta Kingdom,Commander of Royal Guards[2],Alive,April 26th[4],,,,,39 (debut)41 (after timeskip)[3],213 cm (7')[3],S[3],,,,Grand Line (Arabasta Kingdom)[3],,,,,,,,,,,,,,,,,,,,,
Chao,チャオ,Chao,Chao,Chapter 738; Episode 671[1],Tontatta Kingdom[1]; SMILE Factory (former)[2]Straw Hat Grand Fleet,Factory worker (former)[1]; Pirate[3],Alive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chap,チャップ,Chappu,N/A,Chapter 823; Episode 777[1],Levely[2],King[2],Alive,,,,Deul Kingdom[3],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chappe,チャッペ,Chappe,Chappe,Chapter 668[1]; Episode 593,Caesar Clown[1],,Alive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charlos,チャルロス聖,Charurosu Sei,Saint Charlos (Viz);Saint Charloss (FUNimation),Chapter 499; Episode 393[1],World Government,World Noble,Alive,June 1st[3],,,Mary Geoise,,22 (debut)24 (after timeskip)[2],"230 cm (7'6"")[2]",XF[2],,,,Grand Line (Mary Geoise)[2],,,,,,,,,,,,,,,,,,,,,
Charlotte Amande,シャーロット・アマンド,Shārotto Amando,Charlotte Amande,Chapter 827; Episode 786[1],Charlotte Family;[2] Big Mom Pirates[1],Pirate Officer;[3] Minister of Nuts[4],Alive,December 10th[7],,,Nuts Island[4],,47[6],,,,,,,,,,,,,,,,,,,,,,,,,,,
Charlotte Anana,シャーロット・アナナ,Shārotto Anana,Charlotte Anana,Chapter 845; Episode 809[1],Charlotte Family;[1] Big Mom Pirates[2],,Alive,April 17th[3],,,,,8[2],,,,,,,,,,,,,,,,,,,,,,,,,,,
Charlotte Angel,シャーロット・エンゼル,Shārotto Enzeru,Charlotte Angel[1],Chapter 860; Episode 830[2],Charlotte Family; Big Mom Pirates[2],Pirate Officer[3],Alive,February 28th[4],,,,,45[4],,,,,,,,,,,,,,,,,,,,,,,,,,,
Charlotte Anglais,シャーロット・アングレ,Shārotto Angure,Charlotte Anglaise,Chapter 845; Episode 809[1],Charlotte Family;[1] Big Mom Pirates[2],,Alive,October 19th[3],,,,,14[2],,,,,,,,,,,,,,,,,,,,,,,,,,,
Charlotte Basans,シャーロット・バサンズ,Shārotto Basanzu,Charlotte Basans[1],Chapter 862; Episode 832[2],Charlotte Family;[3] Big Mom Pirates[2],Pirate Officer[4],Alive,,,,,,34[3],,,,,,,,,,,,,,,,,,,,,,,,,,,
Charlotte Basskarte,シャーロット・バスカルテ,Shārotto Basukarute,Charlotte Bassquarte (Viz);Charlotte Basskarte (WT100)[1],Chapter 860; Episode 830[2],Charlotte Family; Big Mom Pirates[3],Pirate Officer[4],Alive,January 23rd[6],,,,,42[5],,,,,,,,,,,,,,,,,,,,,,,,,,,
Charlotte Bavarois,シャーロット・ババロア,Shārotto Babaroa,Charlotte Bavarois,Chapter 888; Episode 861[1],Charlotte Family;[2] Big Mom Pirates,Pirate Officer[3],Alive,October 29th[4],,,,,30[4],,,,,,,,,,,,,,,,,,,,,,,,,,,
Charlotte Brownie,シャーロット・ブラウニー,Shārotto Buraunī,Charlotte Brownie,Chapter 894; Episode 869[1],Charlotte Family; Big Mom Pirates[1],Pirate Officer[2],Alive,,,,,,24[3],,,,,,,,,,,,,,,,,,,,,,,,,,,
Charlotte Broyé,シャーロット・ブロワイエ,Shārotto Burowaie,Charlotte Broye[1],Chapter 864; Episode 832[2],Charlotte Family; Big Mom Pirates[2],Pirate Officer;[3] Minister of Meringue[4],Alive,March 6th[5]December 26th (SBS),,,Milenge Island[4],,43[5],,,,,,,,,,,,,,,,,,,,,,,,,,,
Charlotte Brûlée,シャーロット・ブリュレ,Shārotto Buryure,Charlotte Brulee,Chapter 831; Episode 791[1],Charlotte Family;[2] Big Mom Pirates[3],Pirate Officer[3],Alive,March 6th[6],,,Whole Cake Island;[2] Mirro-World[4],,43[5],"350 cm (11'6"")[7]",S[7],,,,Grand Line (At a random port)[7],,,,,,,,,,,,,,,,,,,,,
Charlotte Cabaletta,シャーロット・カバレッタ,Shārotto Kabaretta,Charlotte Cabaletta,Chapter 845; Episode 809[1],Charlotte Family;[2] Big Mom Pirates[1],Pirate Officer[3],Alive,September 29th[5],,,,,46[4],,,,,,,,,,,,,,,,,,,,,,,,,,,
Charlotte Cadenza,シャーロット・カデンツァ,Shārotto Kadentsa,Charlotte Cadenza,Chapter 845; Episode 809[1],Charlotte Family;[2] Big Mom Pirates[1],Pirate Officer[3],Alive,September 29th[5],,,,,46[4],,,,,,,,,,,,,,,,,,,,,,,,,,,
Charlotte Chiboust,シャーロット・シブースト,Shārotto Shibūsuto,Charlotte Chiboust,Chapter 894; Episode 869[1],Charlotte Family; Big Mom Pirates[1],Pirate Officer;[2] Minister of Mix[3],Alive,,,,Sanshoku Island[3],,27[3],,,,,,,,,,,,,,,,,,,,,,,,,,,
Charlotte Chiffon,シャーロット・シフォン,Shārotto Shifon,Charlotte Chiffon,Chapter 825; Episode 783[1],Fire Tank Pirates; Charlotte Family (defected)[2],Cook; Minister of Puff[3] (former),Alive,January 27th[4][5],,,Funwari Island (former)[3],,26[6],"215 cm (7'0½"")[7]",F[7],,,,Grand Line (Totto Land)[7],,,,,,,,,,,,,,,,,,,,,
Charlotte Cinnamon,シャーロット・シナモン,Shārotto Shinamon,Charlotte Cinnamon,Chapter 860; Episode 830[1],Charlotte Family; Big Mom Pirates[1],Pirate Officer[2],Alive,October 12th[3][4],,,,,35[3],,,,,,,,,,,,,,,,,,,,,,,,,,,
Charlotte Citron,シャーロット・シトロン,Shārotto Shitoron,Charlotte Citron,Chapter 861; Episode 833[1],Charlotte Family;  Big Mom Pirates[1],Pirate Officer;[2] Minister of Eggs[3],Alive,October 12th[4][5],,,Kimi Island[3],,35[4],,,,,,,,,,,,,,,,,,,,,,,,,,,
Charlotte Compo,シャーロット・コンポ,Shārotto Konpo,Charlotte Compo,Chapter 864; Episode 834[1],Charlotte Family;[2] Big Mom Pirates[3],Pirate Officer;[3] Minister of Pie[4],Alive,,,,Piepie Island[4],,39[4],,,,,,,,,,,,,,,,,,,,,,,,,,,
Charlotte Compote,シャーロット・コンポート,Shārotto Konpōto,Charlotte Compote,Chapter 860; Episode 830[1],Charlotte Family;[2] Big Mom Pirates[3],Pirate Officer;[3] Minister of Fruits[2],Alive,October 15th[5],,,Fruits Island[2],,49[4],,,,,,,,,,,,,,,,,,,,,,,,,,,
Charlotte Cornstarch,シャーロット・コンスターチ,Shārotto Konsutāchi,Charlotte Cornstarch[1],Chapter 865; Episode 841[2],Charlotte Family; Big Mom Pirates[2],Pirate Officer;[3] Minister of Love,Alive,December 16th[5],,,Loving Island[4],,40[5],,,,,,,,,,,,,,,,,,,,,,,,,,,
Charlotte Counter,シャーロット・カウンター,Shārotto Kauntā,Charlotte Counter[1],Chapter 845; Episode 809[2],Charlotte Family;[3] Big Mom Pirates[2],Pirate Officer[4],Alive,September 29th[6],,,,,46[5],,,,,,,,,,,,,,,,,,,,,,,,,,,
Charlotte Cracker,シャーロット・クラッカー,Shārotto Kurakkā,Charlotte Cracker,Chapter 835;[1] Episode 796[2],Charlotte Family; Big Mom Pirates[3],Sweet Commander; Minister of Biscuit[3],Alive,February 28th[7],,,Biscuits Island[3],,45[6],"307 cm (10'1"")[6]",X[8],,,,Grand Line (On a boat)[8],,,,,,,,,,,,,,,,,,,,,
Charlotte Custard,シャーロット・カスタード,Shārotto Kasutādo,Charlotte Custard,"Chapter 862; Episode 831 (fantasy), Episode 832[1][2]",Charlotte Family;[2] Big Mom Pirates[3],Pirate Officer[4],Alive,February 28th[5],,,,,45[5],,,,,,,,,,,,,,,,,,,,,,,,,,,
Charlotte Dacquoise,シャーロット・ダクワーズ,Shārotto Dakuwāzu,Charlotte Dacquoise,Chapter 854; Episode 822[1],Charlotte Family;[2] Big Mom Pirates[1],Pirate Officer;[3] Minister of Jam[4],Alive,,,,Jam Island[4],,32[2],,,,,,,,,,,,,,,,,,,,,,,,,,,
Charlotte Daifuku,シャーロット・ダイフク,Shārotto Daifuku,Charlotte Daifuku,Chapter 861; Episode 826[1],Charlotte Family;[1] Big Mom Pirates[2],Pirate Officer;[2] Minister of Beans[3],Alive,November 25th[5],,,Poripori Island[3],,48[4],"489 cm (16'0"")[4]",X[6],,,,Grand Line (On a boat)[6],,,,,,,,,,,,,,,,,,,,,
Charlotte De-Chat,シャーロット・ドシャ,Shārotto Dosha,Charlotte De-Chat[1],Chapter 845; Episode 809[2],Charlotte Family[2],,Alive,,,,,,11[3],,,,,,,,,,,,,,,,,,,,,,,,,,,
Charlotte Decuplets,10つ子達,Juttsugo-tachi,Decuplets,Chapter 845; Episode 809[1],Charlotte Family;[2] Big Mom Pirates[1],Pirates;[1] Officers[3],Alive,December 2nd[5],,,,,18[4],,,,,,,,,,,,,,,,,,,,,,,,,,,
Charlotte Dolce and Dragée,シャーロット・ドルチェシャーロット・ドラジェ,Shārotto DorucheShārotto Doraje,Charlotte Dolce and Dragée (Viz);Charlotte Dolce and Dragee (WT100)[1],Chapter 845; Episode 809[2],Charlotte Family;[2] Big Mom Pirates[3],,Alive,February 21st[4],,,,,9[3],,,,,,,,,,,,,,,,,,,,,,,,,,,
Charlotte Dosmarche,シャーロット・ドスマルシェ,Shārotto Dosumarushe,Charlotte Dosmarche,Chapter 861;[1] Episode 832[2],Charlotte Family; Big Mom Pirates[1],Pirate Officer;[3] Minister of Tea[4],Alive,January 23rd[4],,,Black Island[4],,42[4],,,,,,,,,,,,,,,,,,,,,,,,,,,
Charlotte Effilée,シャーロット・エフィレ,Shārotto Efire,Charlotte Effiler (Viz);Charlotte Effilee (WT100)[1],"Chapter 864; Episode 831 (fantasy), Episode 834[2]",Charlotte Family; Big Mom Pirates[2],Pirate Officer[3],Alive,December 10th[4],,,,,47[4],,,,,,,,,,,,,,,,,,,,,,,,,,,
Charlotte Flampe,シャーロット・フランペ,Shārotto Furanpe,Charlotte Flampe,Chapter 891; Episode 865[1],Charlotte Family; Big Mom Pirates[1],Pirate Officer;[2] Minister of Honey;[3] Special Attack Unit Captain; Katakuri Fan Club President[1],Alive,February 11th[4],,,Rokumitsu Island[3],,15[1],"170 cm (5'7"")[5]",S[5],,,,Grand Line (Totto Land)[5],,,,,,,,,,,,,,,,,,,,,
Charlotte Gala,シャーロット・ガラ,Shārotto Gara,Charlotte Gala,SBS Volume 85 (Mentioned)[1],Charlotte Family[1],,Alive,September 29th[2],,,,,46[3],,,,,,,,,,,,,,,,,,,,,,,,,,,
Charlotte Galette,シャーロット・ガレット,Shārotto Garetto,Charlotte Galette,Chapter 829; Episode 789[1],Charlotte Family;[2] Big Mom Pirates[3],Pirate Officer;[4] Minister of Butter[2],Alive,October 19th[7],,,Margarine Island[5],,31[6],,,,,,,,,,,,,,,,,,,,,,,,,,,
Charlotte Hachée,シャーロット・アッシュ,Shārotto Asshu,Charlotte Hachee[1],Chapter 871[2],Charlotte Family; Big Mom Pirates[3],Pirate Officer[4],Alive,December 10th[5],,,,,47[5],,,,,,,,,,,,,,,,,,,,,,,,,,,
Charlotte High-Fat,シャーロット・ハイファット,Shārotto Haifatto,Charlotte High-Fat,Chapter 862; Episode 832[1],Charlotte Family;[2] Big Mom Pirates[1],Pirate Officer[3],Alive,,,,,,36[4],,,,,,,,,,,,,,,,,,,,,,,,,,,
Charlotte Joconde,シャーロット・ジョコンド,Shārotto Jokondo,Charlotte Joconde,Chapter 894; Episode 869[1],Charlotte Family; Big Mom Pirates[1],Pirate Officer[2],Alive,,,,,,23[3],,,,,,,,,,,,,,,,,,,,,,,,,,,
Charlotte Joscarpone,シャーロット・ジョスカルポーネ,Shārotto Josukarupōne,Charlotte Joscarpone,Chapter 845; Episode 809[1],Charlotte Family;[2] Big Mom Pirates,Pirate Officer[3],Alive,February 27th[5],,,,,20[4],,,,,,,,,,,,,,,,,,,,,,,,,,,
